"SGSGFXCD001","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","Floppy drive 1","@{Parent=SGSGFXCD001; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGFXCD002","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","SATA controller 0","@{Parent=SGSGFXCD002; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGFXCP002","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","CD/DVD drive 1","@{Parent=SGSGFXCP002; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGFXCP003","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","Floppy drive 1","@{Parent=SGSGFXCP003; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGFXCP004","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","SATA controller 0","@{Parent=SGSGFXCP004; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGFXCU003","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","CD/DVD drive 1","@{Parent=SGSGFXCU003; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGGBSP001","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","Floppy drive 1","@{Parent=SGSGGBSP001; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGIDSU002","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","SATA controller 0","@{Parent=SGSGIDSU002; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGJYGP001","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGJYGP002","ftEncryptionOpportunistic","Not Set","Not Set","Floppy drive 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 3","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGNAPT01","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","CD/DVD drive 1","@{Parent=SGSGNAPT01; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:true","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 4","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGNAPT02","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","CD/DVD drive 2","@{Parent=SGSGNAPT02; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:true","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGNOTP001","ftEncryptionOpportunistic","Not Set","Not Set","Floppy drive 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGPCIP001","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","USB xHCI controller ","@{Parent=SGSGPCIP001; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 3","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGPCIP002","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","SATA controller 0","@{Parent=SGSGPCIP002; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGPNGP02-Clone","ftEncryptionOpportunistic","isolation.device.edit.disable:true","isolation.device.edit.disable:true","CD/DVD drive 1","@{Parent=SGSGPNGP02-Clone; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:true","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGPVDP001","ftEncryptionOpportunistic","Not Set","Not Set","Floppy drive 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGSPLKP01","ftEncryptionOpportunistic","Not Set","Not Set","SATA controller 0","@{Parent=SGSGSPLKP01; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGSTRP001","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","CD/DVD drive 1","@{Parent=SGSGSTRP001; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGTSFP001","ftEncryptionOpportunistic","Not Set","Not Set","Floppy drive 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGTSFP002","ftEncryptionOpportunistic","Not Set","Not Set","USB xHCI controller ","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGTSFU003","ftEncryptionOpportunistic","Not Set","Not Set","SATA controller 0","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGTSFU004","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGVNTP21","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","Floppy drive 1","@{Parent=SGSGVNTP21; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:true","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGWDCP021","ftEncryptionOpportunistic","Not Set","Not Set","USB xHCI controller ","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGWDCP022","ftEncryptionOpportunistic","Not Set","Not Set","SATA controller 0","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGWDCP10","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","@{Parent=SGSGWDCP10; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGWPEP010","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","Floppy drive 1","@{Parent=SGSGWPEP010; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGXASD001","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","SATA controller 0","@{Parent=SGSGXASD001; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGXASD002","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","CD/DVD drive 1","@{Parent=SGSGXASD002; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGXASP001","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","Floppy drive 1","@{Parent=SGSGXASP001; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGXASP002","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","SATA controller 0","@{Parent=SGSGXASP002; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGXASP003-OLD","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","CD/DVD drive 1","@{Parent=SGSGXASP003-OLD; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 3","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGXASP004","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","Floppy drive 1","@{Parent=SGSGXASP004; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 4","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGXASP005","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","USB xHCI controller ","@{Parent=SGSGXASP005; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 5","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSTVCOP010","ftEncryptionOpportunistic","Not Set","Not Set","SATA controller 0","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"STARFISH","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","@{Parent=STARFISH; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"up00690","ftEncryptionOpportunistic","Not Set","Not Set","Floppy drive 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"up00691","ftEncryptionOpportunistic","Not Set","Not Set","USB xHCI controller ","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 2","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"up00692","ftEncryptionOpportunistic","Not Set","Not Set","SATA controller 0","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"up00693","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 2","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"up00694","ftEncryptionOpportunistic","Not Set","Not Set","Floppy drive 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"up00695","ftEncryptionOpportunistic","Not Set","Not Set","USB xHCI controller ","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 2","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"ut00698","ftEncryptionOpportunistic","Not Set","Not Set","SATA controller 0","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"ut00699","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 2","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"ut00700","ftEncryptionOpportunistic","Not Set","Not Set","Floppy drive 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"ut00701","ftEncryptionOpportunistic","Not Set","Not Set","SATA controller 0","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 2","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"ut00702","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"ut00703","ftEncryptionOpportunistic","Not Set","Not Set","Floppy drive 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 2","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"vCLS-51ad2c42-3d79-4848-9d08-6751f1a88837","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","CD/DVD drive 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","RemoteDisplay.maxConnections:1","Not Set","Not Set","Not Set","Not Set","Not Set","FALSE","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:2048000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:TRUE","Not Set","RemoteDisplay.maxConnections:1","Not Set","Not Set","Not Set","Not Set"
"vCLS-ada97662-78d8-4bed-af75-9ac16e8621f1","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","Floppy drive 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","RemoteDisplay.maxConnections:1","Not Set","Not Set","Not Set","Not Set","Not Set","FALSE","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:2048000","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:TRUE","Not Set","RemoteDisplay.maxConnections:1","Not Set","Not Set","Not Set","Not Set"
