"rp.APDZIACNTR2.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","@{Parent=rp.APDZIACNTR2.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.appsgdrvmn01.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","@{Parent=rp.appsgdrvmn01.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.appsgdrvmn02.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","@{Parent=rp.appsgdrvmn02.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 2","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.APPSGTMUPCTW06.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","Not Set","@{Parent=rp.APPSGTMUPCTW06.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 3","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.APPSGTMVSC01.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","@{Parent=rp.APPSGTMVSC01.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 4","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.palapa.shadow","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","@{Parent=rp.palapa.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 5","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGSGICCP001.shadow","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","CD/DVD drive 1","@{Parent=rp.SGSGICCP001.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 6","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGSGICCP002.shadow","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","USB xHCI controller ","@{Parent=rp.SGSGICCP002.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGSGICCP003.shadow","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","SATA controller 0","@{Parent=rp.SGSGICCP003.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGSGICCP004.shadow","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","CD/DVD drive 1","@{Parent=rp.SGSGICCP004.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGSGICCP010.shadow","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","CD/DVD drive 1","@{Parent=rp.SGSGICCP010.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGSGICCP011.shadow","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","CD/DVD drive 1","@{Parent=rp.SGSGICCP011.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGSGILPP001.shadow","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","@{Parent=rp.SGSGILPP001.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGSGMLAP001.shadow","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","CD/DVD drive 1","@{Parent=rp.SGSGMLAP001.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGSGMLAP002.shadow","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","CD/DVD drive 1","@{Parent=rp.SGSGMLAP002.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGSGSCMP01.shadow","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","Floppy drive 1","@{Parent=rp.SGSGSCMP01.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:true","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGSGSMPP003.shadow","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","@{Parent=rp.SGSGSMPP003.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 2","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGSGWINP002.shadow","ftEncryptionOpportunistic","Not Set","Not Set","Floppy drive 1","@{Parent=rp.SGSGWINP002.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGSGWINP075.shadow","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","CD/DVD drive 1","@{Parent=rp.SGSGWINP075.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGTMCTXP001.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","Floppy drive 1","@{Parent=rp.SGTMCTXP001.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 3","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGTMFAXP002.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","@{Parent=rp.SGTMFAXP002.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 4","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGTMFXCP003.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","Floppy drive 1","@{Parent=rp.SGTMFXCP003.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGTMGBSP001.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","Floppy drive 1","@{Parent=rp.SGTMGBSP001.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 2","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGTMJYGP001.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","@{Parent=rp.SGTMJYGP001.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 3","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGTMJYGP002.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","Floppy drive 1","@{Parent=rp.SGTMJYGP002.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 4","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGTMNOTP001.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","@{Parent=rp.SGTMNOTP001.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGTMSCMP20.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","Floppy drive 1","@{Parent=rp.SGTMSCMP20.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGTMVCOP010.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","SATA controller 0","@{Parent=rp.SGTMVCOP010.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGTMVNTP21.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","@{Parent=rp.SGTMVNTP21.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGTMWDBP001.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","Floppy drive 1","@{Parent=rp.SGTMWDBP001.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGTMWPEP010.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","SATA controller 0","@{Parent=rp.SGTMWPEP010.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGTMXASP001.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","@{Parent=rp.SGTMXASP001.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGTMXASP002.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","Floppy drive 1","@{Parent=rp.SGTMXASP002.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGTMXASP003.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","SATA controller 0","@{Parent=rp.SGTMXASP003.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.SGTMXASP004.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","@{Parent=rp.SGTMXASP004.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.up00250.shadow","ftEncryptionOpportunistic","Not Set","Not Set","Floppy drive 1","@{Parent=rp.up00250.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"rp.wappscm0002.copy.shadow","ftEncryptionOpportunistic","Not Set","Not Set","SATA controller 0","@{Parent=rp.wappscm0002.copy.shadow; Name=Floppy drive 1; ConnectionState=NotConnected, NoGuestControl, StartConnected}","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 2","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSG01PUPSKY01","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSG01PUPVVC01","ftEncryptionOpportunistic","Not Set","Not Set","Floppy drive 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 2","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGCTXP001","ftEncryptionOpportunistic","Not Set","Not Set","SATA controller 0","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGEQTP001","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","CD/DVD drive 1","@{Parent=SGSGEQTP001; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 2","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGEQTP002","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","Floppy drive 1","@{Parent=SGSGEQTP002; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 3","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGFAXCP005","ftEncryptionOpportunistic","Not Set","Not Set","SATA controller 0","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 4","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGFAXP002","ftEncryptionOpportunistic","Not Set","Not Set","CD/DVD drive 1","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","Not Set","Not Set","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGFXCCP001","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","Floppy drive 1","@{Parent=SGSGFXCCP001; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGFXCCP012","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","USB xHCI controller ","@{Parent=SGSGFXCCP012; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGFXCCU001","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","SATA controller 0","@{Parent=SGSGFXCCU001; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
"SGSGFXCCU012","ftEncryptionOpportunistic","isolation.device.edit.disable:TRUE","isolation.device.edit.disable:TRUE","CD/DVD drive 1","@{Parent=SGSGFXCCU012; Name=Floppy drive 1; ConnectionState=NotConnected, GuestControl, NoStartConnected}","Not Set","Not Set","Not Set","Not Set","isolation.tools.diskShrink.disable:TRUE","Not Set","Not Set","tools.setInfo.sizeLimit:1048576","Not Set","@{Name=tools.guestlib.enableHostInfo; Value=FALSE}","Not Set","Not Set","Not Set","opportunistic","Not Set","Not Set","log.keepOld:10","log.rotateSize:100000","Not Set","TRUE","Hard disk 1","tools.guest.desktop.autolock:FALSE","Not Set","Not Set","Not Set","Not Set","Not Set","Not Set"
